Video Time,Commenter,Time,Comment
,Md shamim ahmmed Miaji,,সুদখোঁর সুদখোঁরই
,Google Account,,love u sir
,PK MEHEDI,,আলহামদুলিল্লাহ
,Advocate Mohammad Mohiuddin Chowdhury,,কিন্তু ভুমি অফিস সমুহের দুর্নীতি বন্ধ হচ্ছে
,F.N.D.E.M,,জক্ক্রএ
,shafikul islam,,ফারুকী কে উপদেষ্টা থেকে দ্রুত বাতিলের ব্যবস্থা করতে হবে।।
,Masud Rana,,সুধ খুর ইউনুসের বিচার চাই
,Jasmine akter Jolly,,"দেশের ঐক্য নষ্ট হচ্ছে ,এ দিকে বিশেষ নজর রাখুন।"
,Md. Mizanur Rahman Mizan,,কাঙ্ক্ষিত লক্ষে আপনি পৌছাতে পারছেননা।দোসরদের উপদেষ্টা করে ভুল করেছেন।
,FF lover Nobita,,#stepdwonyunus
,asif Salam,,"Mashallah, best of luck sir...."
,Md.Motahar Bhuiyan,,boycott India
,Mominul421,,কুরআন এর আইন
,Nurul Bosor Official,,আপনার প্রতি শুভ কামনা রইল
,Vhh Bjkk,,ইউনুস জিন্দাবাদ
,Saddam Hossain,,তারেকজিয়া জিন্দাবাদ
,mdnozrul islam,,"এরকম মানের সরকারের বিরুদ্ধে জারা কথা কয়,,আমার মনে হয় তাদের জন্মের ঠিক নাই,,১০০% জন্মে ভুল আছে"
,Rouf college Rafique sir Accounting,,Please help those who laid down their lives
,Juty Chowdhury,,ছাইদী সাহেবের খুনি হাসিনার বিচার চাই
,MD:Sakibur Rahaman,,sobce boro corruption hoy akhn ... socibaloy te eta thik koren
,CARRY ON,,পিনাকী
,BSW,,joy bangla
,Mohammad Fayas,,jamayate islami jindabad
,Nayeem Hossain,,joy bongoboltu
,Imdadul Hoque Soofi,,এডভোকেট আবু হেনা রাজ্জাকী সাহেবকে উপদেষ্টা হিসেবে দেখতে চাই
,Rubel ahmed,,ফা/ক শ্রী বঙ্গবল্টু
,Lab Human,,জয় বাংলা
,MD SHAHADAT AL GAZI,,অনেক সুন্দর
,Nuhad123 Fahad123,,সারাদেশে সকল আন্দোলন কর্মসূচি নিষিদ্ধ করা হোক।
,মজুমদার,,Good Job Sir
,Sajedul Hasan,,"উপদেষ্টা মন্ডলি ঢেলে সাজান। পিনাকি, ইলিয়াসদের অন্তর্ভুক্ত করুন। ফারুকী সহ গতানুগতিক ধারার উপদেষ্টা বাদ দিন।"
,Mohammed Yousuf,,bloody Hasina debir bichar chai
,Sumaiya Afrin,,আপনি এমন কোন কাজ করবেন না যাতে আপনার ৮৪ বছরের দাগ লেগে যায়
,Abul Kalam,,সমন্বয়কদের সাথে আলোচনা করুন
,Kazi Mahin,,Sheikh Hasina Cdi
,Ikra Ranna Ghor,,hi
,KILIN TON MONDOL,,"If you don't take the initiative, you have to work in the field level।"
,Affectionate Burger,,",‍."
,Mahmudul Hasan,,বাংলাদেশ খেলাফত মজলিস
,AKM Ahsan uddin poran,,
,Pony Miah,,we all support you from uk... don't worry even don't be scared
,Md tasin Akon,,৫৩ বছরে আমরা অনেক সরকারকে দেখেছি তারা জনগণের জন্য কাজ করেনি তারা কাজ করে যে তাদের দলের এবং নিজেদের স্বার্থে
,Miyan Hoque,,জামাত ইসলাম। জিন্দাবাদ
,Barnard R Marak,,আপনার উপর দেশের মানুষে আস্হা নাই।
,Md Zafar,,আমি চাই ডক্টর ইউনুস স্যার কে ৩অথবা ৫বছর সুযোগ দেওয়া হোক তারপর সুষ্ঠ নির্বাচন হোক সবাই কি বলেন?ওনাকে তো ঠিক করে ৬মাস যাইনি তারপর ও আপনারা বলছেন ওনি কি করেছেন
,Tanvir,,যতো দিন যাবে বিএনপির ভোট ততোই কমবে
,Shamim Osman,,স্যার আপনি নিজেই দেশ পরিচালনা করেন
,Ak Ra Mul ツ,,ইসলামিক সংবিধান চাই
,Ayesha Nisa,,agami 10 basar sorkara thakon.
,Nirob Ahmed,,শেখ হাসিনার জন্মের পর থেকে শেখ হাসিনা আজ পর্যন্ত এরকম ভাষণ দিতে পারে নাই?
,MD Riad,,বাংলাদেশ জিন্দাবাদ
,Md Jahangir Alam,,ফারুকী ও বশির আহমদ কে পদত্যাগ করাতে হবে আওয়ামী লীগের দালাল উপদেষ্টারদে পদত্যাগ না করালে এই বিপ্লব বৃথা যেতে পারে
,Saiful Islam,,ইনকিলাব জিন্দাবাদ। পতিত মাফিয়া হাসিনার স্বৈরাচার নিপাত যাক।
,Mamun Hosen,,
,Sanoara House wife,,blw
,Tipu Sheakh,,
,Mohammad Ali,,৫ বছর ক্ষমতায় থাকার অনুরোধ রইল
,Md abrayat Molla,,জাতির উদ্দেশ্যে অসত্য মূলক বিভ্রান্তিমূলক বক্তব্যের জন্য প্রধান উপদেষ্টার পদত্যাগ চাই
,MIZAN MATUBBEE,,মালেশিয়ার বিষয়টা কেমন হলো যারা আছেন তাদেরও কাজ নাই নতুনরা কি করবে
,Rasel Ahmed 12,,valo manush
,আদর্শ মিডিয়া,,বিতর্কিত উপদেষ্টা বাতিল করুন
,Md raj Raj,,ইনশাআল্লাহ জামাত ইসলাম
,Yeasin arafat Nazmul,,আমার মত লক্ষ লক্ষ যুবকদের চাকরির চাহিদা পূরন করেন
,Mia Jewel,,a
,Tony stark,,Hasina cdi
,Saga Sports,,Turkey Turkey Turkey Turkey Turkey
,Nasyma Nasyma,,assalamualikum sair drobbo mullo komate hobe druto ar 24 er muktijoddhader punor bashing korte hobe oder ful kear note hobe inshaallah
,Sajdul islam udar,,যার সাথে তোর আলাপ হয় না কেন কোন কাজে আসবে না কারণ তোরা একাত্তরের পরাজিত শক্তি
,Mominul421,,"কুরআন এর আইন,মুক্তির পথ"
,Voice of Gowainghat,,বিদেশ যাওয়ার জন্য টিকেট ভিসা সহ সকল জটিলতা নিরসন করুন। সিন্ডিকেট ভাঙ্গুন।
,Jalal Hadi,,God bless you long life
,GAMING (ASMR),,"মিডিয়াকে বাংলাদেশী করুন, ওদের মধ্যে দালালি সভাব, মিডিয়ার ব্যাপারে কঠোর হোন জাতীয়তাবাদী প্রশ্নে"
,SK:SHAHADAT KHAN,,প্রবাসির mrp পাসপোর্ট আসতে ছে না আমরা অনেক সমস্যাতে আছি আজকে ৫ মাস হয়ে গেছে
,Mohammad Jahed,,বশির ফারুকী কে পদত্যাগ করতে হবে
,CRTOON 706,,boycot randia
,Forhad Khan,,ধন্যবাদ
,Neo Bangla,,"গণহত্যার বিচার চাই, দূর্নীতিবাজদের শাস্তি চাই তারপর নির্বাচন।"
,ABDULLAH BD,,স্যার প্রবাসিদের পক্ষ থেকে আপনাকে অনেক অনেক ধন্যবাদ
,Habibur Rahman,,"penake,eleus viake opudasta chai"
,Imrul vlog 55,,ডক্টর ইউনুস পুষ্প লাল
,Mohammad Ali,,হাসিনার বিচার চাই
,Rahmatullah,,শিক্ষা জাতীয় করণের পদক্ষেপ নেয়া হচ্ছেনা কেন ? বিগত সরকারে কাজকর্মকে অবৈধ ঘোষণা করা হচ্ছে না কেন?
